gene1,gene2,score
ASPM,E2F8,0.872
ASPM,CENPK,0.708
ASPM,MCM10,0.846
ASPM,TPM2,0.634
ASPM,CENPW,0.467
ASPM,RAD51,0.695
ASPM,CEP55,0.969
ASPM,KPNA2,0.786
ASPM,INCENP,0.696
ASPM,CDCA3,0.947
ASPM,NUSAP1,0.991
ASPM,GPSM2,0.447
ASPM,CKAP5,0.567
ASPM,FAM72B,0.467
ASPM,SRGAP2,0.467
ASPM,ORC1,0.686
ASPM,PBK,0.956
ASPM,NCAPG2,0.91
ASPM,PTTG1,0.9
ASPM,KIF20B,0.926
ASPM,SLC25A19,0.507
ASPM,ARHGAP11B,0.826
ASPM,BRCA1,0.706
ASPM,TOP2A,0.987
ASPM,RFC4,0.795
ASPM,MASTL,0.871
ASPM,TTK,0.993
ASPM,ECT2,0.978
ASPM,MTFR2,0.591
ASPM,RBBP8,0.71
ASPM,MYO16,0.567
ASPM,CKS2,0.926
ASPM,HJURP,0.925
ASPM,RFC3,0.567
ASPM,CDC45,0.857
ASPM,CDC7,0.626
ASPM,MCM3,0.697
ASPM,CKAP2,0.949
ASPM,KIF24,0.534
ASPM,CDK1,0.994
ASPM,BRCA2,0.451
ASPM,CENPN,0.782
ASPM,CDCA8,0.978
ASPM,MKI67,0.985
ASPM,RCC1,0.435
ASPM,PRC1,0.976
ASPM,CEP152,0.909
ASPM,NDC1,0.629
ASPM,KIF20A,0.971
ASPM,FZR1,0.52
ASPM,DIAPH3,0.663
ASPM,CENPJ,0.947
ASPM,BORA,0.617
ASPM,CHEK1,0.856
ASPM,SPC24,0.465
ASPM,UHRF1,0.879
ASPM,FIGNL1,0.429
ASPM,CDC20,0.986
ASPM,GTSE1,0.814
ASPM,CIT,0.963
ASPM,HAUS6,0.464
ASPM,KATNB1,0.801
ASPM,KIF2C,0.966
ASPM,KIF18B,0.85
ASPM,KIF4A,0.982
ASPM,CCNF,0.701
ASPM,RAD54L,0.786
UCHL5,ANP32E,0.934
UCHL5,EIF3H,0.449
ASPM,KIFC1,0.914
UCHL5,EP400,0.906
ASPM,WDR62,0.969
UCHL5,RPA2,0.582
UCHL5,NDC1,0.488
UCHL5,KIF20A,0.4
UCHL5,DEK,0.476
UCHL5,UBC,0.979
UCHL5,BRCC3,0.582
UCHL5,HAUS6,0.684
PTGS2,ACAN,0.562
UCHL5,KIF20B,0.435
UCHL5,BRCA1,0.647
UCHL5,RFC4,0.654
UCHL5,PSME1,0.775
UCHL5,PSMB9,0.881
UCHL5,TGFBR1,0.761
PTGS2,LPAR3,0.423
PTGS2,STAT4,0.43
PTGS2,CYP1A1,0.489
PTGS2,PLA2G4C,0.723
UCHL5,EIF3F,0.442
PTGS2,ELAVL1,0.667
PTGS2,IRAK1,0.435
PTGS2,TBXAS1,0.959
PTGS2,CREB3L4,0.471
PTGS2,NUCB1,0.48
PTGS2,CYP2J2,0.923
PTGS2,NGF,0.542
PTGS2,CD44,0.546
PTGS2,CXCL1,0.847
PTGS2,IL6,0.913
PTGS2,PLA2G5,0.777
PTGS2,NCF2,0.406
PTGS2,CEBPD,0.552
PTGS2,MMP12,0.405
PTGS2,PTGES3,0.964
FAM129A,CPXM1,0.694
PTGS2,GPX8,0.562
EPM2A,PPP1R3D,0.828
EPM2A,NMD3,0.403
EPM2A,GYG2,0.68
EPM2A,OPTN,0.435
PTGS2,NFATC1,0.403
EPM2A,FRAT2,0.436
NCF2,IL6,0.417
EPM2A,TRIM32,0.582
NCF2,SYT12,0.643
EPM2A,UBC,0.907
NCF2,TTC7A,0.471
CACYBP,PTGES3,0.551
NCF2,ILF3,0.424
RGS16,GNG10,0.656
RGS16,ZNF142,0.535
RGS16,TMEM38B,0.579
RGS16,ADRA2C,0.655
RGS16,ANAPC7,0.467
RGS16,RGS19,0.908
RGS16,LRRC32,0.46
RGS16,RGS10,0.912
NCF2,ITGB2,0.763
NCF2,CTSS,0.654
NCF2,ELANE,0.406
AXDND1,CFAP46,0.504
AXDND1,TOR3A,0.488
TOR3A,C1QTNF2,0.616
TOR3A,STK38L,0.686
TOR3A,UBXN8,0.505
CACYBP,CLEC2L,0.438
CACYBP,ZMYND12,0.764
CACYBP,APC2,0.54
CACYBP,EIF2B1,0.471
DNM3,NGF,0.902
DNM3,PEX11B,0.445
DNM3,AP1M1,0.632
DNM3,FCHSD1,0.462
DNM3,ATRAID,0.465
DNM3,NTRK1,0.904
FMO3,CUTC,0.537
FMO3,G6PD,0.403
DNM3,HLA-DPA1,0.6
FMO3,CYP1A1,0.46
TOMM40L,BCL2,0.54
FCRLA,HLA-DOB,0.502
TOMM40L,APOO,0.54
TOMM40L,OXA1L,0.799
TOMM40L,TOMM5,0.726
TOMM40L,FBLL1,0.424
TADA1,KAT14,0.764
TADA1,PHTF1,0.432
FCRLA,POU2AF1,0.407
TOMM40L,DNAJC15,0.421
TOMM40L,PBXIP1,0.423
TOMM40L,EIF3F,0.456
TOMM40L,VDAC3,0.842
UFC1,ELAVL1,0.983
TOMM40L,SLC25A10,0.675
KCNJ9,KCNAB2,0.4
KCNJ9,PHYHIP,0.532
KCNJ9,GNG10,0.622
KCNJ9,RIMS1,0.41
KCNJ9,KCNJ12,0.665
KCNJ9,CCK,0.568
KCNJ9,REEP1,0.637
KCNJ9,PNMAL2,0.49
KCNJ9,SCRT1,0.561
IGSF9,C10orf35,0.628
C1orf204,C10orf105,0.563
IGSF9,C1orf204,0.409
HDGF,ILF3,0.421
SEMA4A,ROBO3,0.427
HDGF,MDK,0.872
SEMA4A,RIMS1,0.435
SEMA4A,NTRK1,0.425
SEMA4A,NGF,0.451
SEMA4A,GIPC1,0.573
SEMA4A,SLIT2,0.514
SEMA4A,DSCAM,0.503
UBQLN4,RPS18,0.472
UBQLN4,IL4I1,0.589
CENPW,CENPI,0.957
UBQLN4,ALDH1B1,0.451
UBQLN4,UBC,0.822
UBQLN4,OPTN,0.425
UBQLN4,PRRC2A,0.424
UBQLN4,IDNK,0.574
UBQLN4,BRCC3,0.401
CENPW,RACGAP1,0.417
CENPW,CENPT,0.999
CENPW,ITGB3BP,0.934
CENPW,CENPN,0.963
CENPW,CDC45,0.459
CENPW,CENPP,0.942
CENPW,SPC24,0.663
CENPW,DEPDC1,0.411
CENPW,PTTG1,0.756
CENPW,CDC20,0.893
CENPW,CENPO,0.955
CENPW,KIF20A,0.765
CENPW,H2AFX,0.647
CENPW,CDK1,0.804
CENPW,HJURP,0.866
CENPW,CDCA3,0.716
CENPW,CENPK,0.955
CENPW,KIF4A,0.432
CENPW,DSN1,0.576
CENPW,CDCA8,0.861
CENPW,ZWINT,0.737
CENPW,NUSAP1,0.441
CENPW,KIF2C,0.872
CENPW,CKS2,0.557
CENPW,ARHGAP11B,0.507
CENPW,TTK,0.497
RUSC1,APBA2,0.414
RUSC1,ACBD5,0.54
RUSC1,NTRK1,0.712
THBS3,CRELD2,0.401
CENPW,TOP2A,0.883
CENPW,KIFC1,0.432
CENPW,MIS12,0.465
CENPW,PBK,0.857
CENPW,HIST1H2BH,0.614
GOPC,MEIG1,0.421
HSF2,PYROXD2,0.701
HSF2,TPM3,0.492
PYGO2,MED13,0.425
PYGO2,HIST1H2BH,0.9
PYGO2,UCK1,0.453
PBXIP1,ING1,0.476
GOPC,MARCH2,0.678
GOPC,ALK,0.494
GOPC,TOX4,0.578
GOPC,FZD8,0.636
GOPC,RNGTT,0.524
GOPC,SEC11C,0.481
GOPC,KCNIP4,0.469
THBS3,COL4A3,0.562
THBS3,ITGA6,0.704
THBS3,IQSEC2,0.415
HSF2,TDRD9,0.447
PYGO2,H2AFX,0.903
PBXIP1,RAB40B,0.436
GOPC,TPM3,0.481
TPM3,ALK,0.933
TPM3,NTRK1,0.927
TPM3,SPTB,0.79
TPM3,KCNIP4,0.474
TPM3,MYL5,0.784
TPM3,HADHA,0.457
GOPC,DLEU2,0.416
TPM3,ACTA2,0.839
TPM3,LCP1,0.53
TPM3,TNNC2,0.741
TPM3,CD63,0.445
TPM3,STMN1,0.402
TPM3,ACTG1,0.694
TPM3,LMOD3,0.598
TPM3,GSN,0.525
TPM3,TPM2,0.964
TPM3,SLC9B2,0.41
TPM3,RBMX,0.619
TPM3,LDB3,0.432
CREB3L4,SLC35F2,0.633
CFAP46,PRR36,0.502
CFAP46,ACAD10,0.511
CFAP46,CFAP221,0.707
CREB3L4,TGFBRAP1,0.491
CREB3L4,CRTC2,0.861
CRTC2,PPP4R3A,0.855
CFAP46,DNAH2,0.49
BNIP3,PGAM5,0.556
BNIP3,TFAM,0.496
BNIP3,ATG5,0.789
BNIP3,OPTN,0.563
BNIP3,BCL2,0.97
BNIP3,FAM162A,0.433
BNIP3,BNIP3L,0.883
BNIP3,PDK1,0.591
MKI67,CKS2,0.625
MKI67,KIF20B,0.771
MKI67,TOP2A,0.988
MKI67,BRCA1,0.665
MKI67,ARHGAP11B,0.789
MKI67,PBK,0.898
MKI67,KIFC1,0.833
MKI67,UHRF1,0.769
MKI67,HJURP,0.933
MKI67,KIF18B,0.922
MKI67,KIF4A,0.902
MKI67,CCNF,0.83
MKI67,KIF2C,0.932
MKI67,IL6,0.516
MKI67,KRT8,0.436
MKI67,RFC4,0.495
MKI67,NCAPG2,0.705
MKI67,CIT,0.451
MKI67,GTSE1,0.835
MKI67,ECT2,0.835
MKI67,CEP55,0.957
MKI67,RAD51,0.493
MKI67,ORC1,0.602
MKI67,NUSAP1,0.98
MKI67,RAD54L,0.647
MKI67,CHEK1,0.683
MKI67,CDC20,0.972
MKI67,KPNA2,0.619
MKI67,CDCA3,0.82
MKI67,CENPK,0.581
MKI67,INCENP,0.528
MKI67,PAX6,0.557
MKI67,H2AFX,0.479
MKI67,KIF20A,0.959
MKI67,E2F8,0.916
MKI67,ACTA2,0.584
MKI67,CDK1,0.959
MKI67,KRT18,0.474
MKI67,CKAP2,0.92
MKI67,STIL,0.527
MKI67,MCM3,0.671
MKI67,ITGA6,0.403
MKI67,ZWINT,0.837
MKI67,CDCA8,0.946
MKI67,FAM83D,0.651
MKI67,DEPDC1,0.819
MKI67,G3BP1,0.505
MKI67,DIAPH3,0.585
MKI67,CD44,0.592
MKI67,PRC1,0.869
MKI67,AFP,0.422
MKI67,CENPN,0.413
MKI67,HELLS,0.647
MKI67,MCM10,0.852
MKI67,PDE1A,0.627
MKI67,CENPI,0.475
MKI67,RACGAP1,0.778
MKI67,HMMR,0.857
LOR,IVL,0.976
MKI67,BRCA2,0.501
MKI67,LOR,0.482
MKI67,TTK,0.957
MKI67,CDC45,0.789
MKI67,ACTG1,0.463
MKI67,RECQL4,0.433
FANK1,ROR1,0.416
MKI67,PTTG1,0.718
LOR,LCE3D,0.775
LOR,KRT8,0.404
LOR,ITGA6,0.414
LHPP,CPXM1,0.443
IVL,KRT3,0.426
IVL,LCE3D,0.834
TDRKH,HENMT1,0.984
TDRKH,UHRF1,0.445
TDRKH,TDRD9,0.877
TDRKH,TDRD12,0.927
THEM4,PAK4,0.412
THEM4,PYROXD2,0.717
THEM4,ACOT7,0.835
LHPP,PGAM5,0.662
BUB3,CDCA8,0.555
LHPP,PIP4K2A,0.434
LHPP,SLC25A10,0.44
TDRKH,ACRV1,0.418
BUB3,SMC6,0.425
BUB3,MCM3,0.587
BUB3,ZWINT,0.737
BUB3,MIS12,0.522
BUB3,PRC1,0.491
BUB3,CDK3,0.494
BUB3,CENPK,0.46
BUB3,CDK1,0.994
BUB3,ANAPC7,0.668
BUB3,RCC1,0.433
BUB3,PTTG1,0.824
BUB3,BRCA2,0.423
BUB3,PCNA,0.871
BUB3,TTK,0.883
BUB3,UBC,0.641
BUB3,RANBP1,0.664
BUB3,CDC45,0.465
BUB3,CSNK2B,0.493
BUB3,DEK,0.401
BUB3,CDC27,0.983
BUB3,CENPI,0.587
BUB3,RFC5,0.563
BUB3,MAPRE1,0.613
BUB3,RAN,0.507
BUB3,PRPF4,0.529
BUB3,CKAP5,0.883
BUB3,KIFC1,0.516
BUB3,KIF20B,0.448
BUB3,TOP2A,0.575
BUB3,DSN1,0.642
BUB3,DUT,0.847
BUB3,KIF2C,0.665
BUB3,CKS2,0.458
BUB3,SSB,0.416
BUB3,KIF20A,0.534
BUB3,INCENP,0.746
BUB3,CDC23,0.992
BUB3,KIF18B,0.422
BUB3,FZR1,0.821
BUB3,KIF4A,0.505
BUB3,RFC3,0.89
BUB3,KPNA2,0.401
BUB3,CHEK1,0.698
BUB3,CDC20,0.999
BUB3,FAM198A,0.411
BUB3,TSPYL2,0.448
BUB3,RFC4,0.738
BUB3,LIG3,0.445
BUB3,SPC24,0.551
FAM24B,DNAH2,0.657
LYSMD1,HMCES,0.695
CDK19,BCLAF1,0.55
CDK19,MED13,0.998
CDK19,EIF3F,0.835
CDK19,FAM120B,0.6
CDK19,TCEA3,0.435
BUB3,CLASP2,0.479
CDK19,LZIC,0.48
CDK19,MED24,0.976
CDK19,CTDP1,0.469
CDK19,DROSHA,0.513
CDK19,RCC1,0.571
LYSMD1,LRP5L,0.563
LACE1,OXA1L,0.411
LACE1,TRAPPC9,0.458
LACE1,BCAS3,0.679
LACE1,RIMS1,0.41
CTSS,MMP12,0.409
CTSS,GBP2,0.438
CTSS,NPC2,0.454
CTSS,ITGB2,0.842
CTSS,HLA-DPA1,0.937
CTSS,BCL2,0.603
CTSS,SLC22A18,0.468
CTSS,BIRC2,0.605
NSMCE4A,SMC6,0.999
CTSS,CST3,0.667
CTSS,CTSA,0.443
TACC2,ZNF780B,0.733
TACC2,TTK,0.459
CTSS,HLA-DMA,0.471
CTSS,LCP1,0.436
TACC2,CKAP5,0.969
NSMCE4A,BRCA2,0.695
NSMCE4A,BRCA1,0.404
ADAMTSL4,SEMA5B,0.9
NSMCE4A,LYRM9,0.459
NSMCE4A,ARL4A,0.546
ADAMTSL4,MFAP2,0.416
NSMCE4A,MAGED2,0.705
PDSS2,NDUFAF6,0.419
ADAMTSL4,ZNF469,0.437
ECM1,EFEMP1,0.718
ECM1,ITIH3,0.454
ATG5,BNIP3L,0.682
ATG5,IL6,0.479
ATG5,ATG4A,0.831
ATG5,VDAC3,0.426
RGS10,NFATC1,0.516
ATG5,ACTG1,0.516
RGS10,GPSM2,0.5
ATG5,OPTN,0.835
APH1A,NGF,0.908
APH1A,ARRB2,0.9
APH1A,NCOA6,0.427
RGS10,RGS19,0.918
APH1A,NBPF15,0.504
NHLRC2,ACOT7,0.612
APH1A,ITGB3BP,0.9
APH1A,PER3,0.461
PEX11B,ACBD5,0.949
PEX11B,ACBD4,0.519
NHLRC2,ASS1,0.605
NHLRC2,TM2D2,0.732
NHLRC2,VTI1A,0.703
NHLRC2,ZDHHC6,0.75
NHLRC2,TECTB,0.736
PEX11B,FNDC5,0.536
PEX11B,HMGCL,0.422
PEX11B,MOCS2,0.56
PDE4DIP,MAPRE1,0.914
PDE4DIP,LRRC2,0.507
PDE4DIP,PGM5,0.406
PDE4DIP,KIFC1,0.428
PDE4DIP,CEP152,0.508
PDE4DIP,CENPJ,0.536
SCAF11,BCLAF1,0.485
MDN1,SLC25A35,0.491
SCAF11,MZT1,0.477
SCAF11,CASP4,0.724
SCAF11,REXO4,0.4
FAM72B,ARHGAP11B,0.559
FAM72B,MTFR2,0.517
FAM72B,KIF2C,0.44
FAM72B,CCDC150,0.502
FAM72B,ZNF788,0.504
FAM72B,TTK,0.541
FAM72B,ZNF492,0.473
MDN1,NMD3,0.827
MDN1,NOC3L,0.476
MDN1,DDX24,0.434
MDN1,CNGA3,0.422
MDN1,MEIG1,0.463
FAM72B,CDCA8,0.542
MDN1,TSR2,0.421
MDN1,NCBP1,0.454
MDN1,POLA1,0.431
MDN1,POTEI,0.407
MDN1,CPEB1,0.448
MDN1,TGFBR1,0.444
ZDHHC6,VTI1A,0.641
ZDHHC6,TECTB,0.72
TECTB,CLDN14,0.667
TECTB,VTI1A,0.485
TECTB,COCH,0.767
TECTB,HYKK,0.451
BRCC3,PSMB9,0.578
RAB39B,OPTN,0.403
RAB39B,RILPL1,0.482
BRCC3,CDC27,0.905
BRCC3,RAD51,0.569
BRCC3,KIAA2012,0.619
BRCC3,ANAPC7,0.9
BRCC3,FANCG,0.435
BRCC3,CDC23,0.908
BRCC3,RBBP8,0.621
BRCC3,BRCA2,0.808
BRCC3,F8A1,0.502
BRCC3,PPP4R3A,0.451
BRCC3,UBC,0.968
BRCC3,BRCA1,0.999
BRCC3,HIST1H2BH,0.603
BRCC3,H2AFX,0.754
TTF2,STMN2,0.454
BRCC3,TRAPPC9,0.491
BRCC3,EIF3H,0.658
TTF2,RAD54L,0.406
BRCC3,NSD2,0.619
TTF2,PCNA,0.473
TTF2,STMN1,0.432
TTF2,DDX11,0.49
TTF2,ASS1,0.478
NGF,UBC,0.905
RNGTT,COCH,0.4
RNGTT,CTDP1,0.547
RNGTT,NCBP1,0.839
NHLH2,HES2,0.402
NGF,FANCB,0.444
NGF,IRAK1,0.914
RNGTT,PPP4R3A,0.454
RNGTT,GTF2H5,0.6
NGF,TEK,0.699
NGF,STMN2,0.455
NGF,ITGB3BP,0.6
NGF,CDNF,0.452
NGF,FGF14,0.488
NGF,ACAN,0.404
NGF,IL6,0.737
NGF,SHC3,0.961
NGF,PCSK5,0.941
NGF,FRS3,0.919
NGF,CXCL1,0.418
NGF,NTRK1,0.999
NGF,CD44,0.418
NGF,ARTN,0.772
NGF,GIPC1,0.917
NGF,SLIT2,0.436
NGF,SEMA5B,0.456
NGF,RGS19,0.91
DCLRE1B,RAD51B,0.43
DCLRE1B,UBC,0.615
DCLRE1B,FANCA,0.765
DCLRE1B,FANCG,0.731
DCLRE1B,RBBP8,0.437
DCLRE1B,PHTF1,0.474
DCLRE1B,TMEM80,0.489
DCLRE1B,XPA,0.524
DCLRE1B,RAD54L,0.408
DCLRE1B,EME1,0.878
DCLRE1B,RECQL4,0.462
TTK,PCNA,0.549
PHTF1,RBAK,0.413
WNT2B,FZD4,0.937
WNT2B,NDP,0.47
WNT2B,C1QTNF5,0.584
WNT2B,PAX6,0.419
WNT2B,FZD8,0.888
WNT2B,SPTAN1,0.431
TTK,HMMR,0.892
TTK,E2F8,0.82
TTK,CENPK,0.675
TTK,MCM10,0.871
DCLRE1B,FANCB,0.769
DCLRE1B,RAD51,0.506
DCLRE1B,BRCA1,0.636
DCLRE1B,ZNF367,0.628
DCLRE1B,XRCC3,0.57
PHTF1,FBXO48,0.507
WNT2B,ROR1,0.534
WNT2B,DVL1,0.717
WNT2B,CD44,0.401
WNT2B,NTRK1,0.434
RWDD2A,RWDD4,0.61
SFR1,RAD51,0.831
SFR1,RAD51B,0.913
SFR1,PSMC3IP,0.449
SFR1,XRCC3,0.923
TTK,TUBB2A,0.467
TTK,ZWINT,0.86
TTK,CDCA8,0.988
TTK,KIF24,0.43
TTK,GAS2L3,0.41
TTK,STIL,0.81
TTK,MCM3,0.899
TTK,VDAC3,0.453
TTK,CKAP2,0.953
TTK,POLA1,0.846
TTK,NCAPD3,0.883
TTK,SMC6,0.446
TTK,STAG3,0.435
TTK,PRC1,0.98
TTK,DIAPH3,0.699
TTK,CDC7,0.67
TTK,CDK1,0.993
TTK,RECQL4,0.401
TTK,MTFR2,0.789
TTK,RACGAP1,0.876
TTK,CENPI,0.581
TTK,CDC45,0.923
TTK,POLD1,0.548
TTK,CKAP5,0.665
TTK,PTTG1,0.916
TTK,MASTL,0.649
TTK,RAD54L,0.757
TTK,TIMELESS,0.648
TTK,ORC1,0.803
TTK,NUSAP1,0.963
TTK,FAM72D,0.54
TTK,HELLS,0.708
TTK,RAD51,0.76
TTK,BRCA2,0.492
TTK,CCNF,0.581
TTK,EME1,0.555
TTK,UHRF1,0.653
TTK,RTKN2,0.515
TTK,CKS2,0.931
TTK,KIF2C,0.961
TTK,RBL1,0.56
TTK,PPP2R5D,0.524
TTK,KIF18B,0.77
TTK,KIF4A,0.923
TTK,HJURP,0.936
TTK,RFC3,0.754
TTK,CENPN,0.809
TTK,NDC1,0.559
TTK,PBK,0.974
TTK,CDC27,0.855
TTK,KIFC1,0.809
TTK,FAM83D,0.621
TTK,KIF20B,0.886
TTK,TOP2A,0.976
TTK,BRCA1,0.562
TTK,ARHGAP11B,0.763
TTK,FAM72C,0.411
TTK,CDCA3,0.922
TTK,CHEK1,0.847
TTK,CDC20,0.997
TTK,FANCA,0.472
TTK,FZR1,0.804
TTK,CEP55,0.971
TTK,CETN2,0.562
TTK,KPNA2,0.821
GSTM4,G6PD,0.555
TTK,KIF20A,0.965
TTK,INCENP,0.814
TTK,ECT2,0.892
TTK,SETMAR,0.521
TTK,NCAPG2,0.868
TTK,GTSE1,0.769
TTK,RFC4,0.796
TTK,DEPDC1,0.925
TTK,SPC24,0.701
GSTM4,EPHX1,0.805
TTK,BORA,0.773
GSTM4,CYP1A1,0.836
GSTM4,GSTK1,0.428
GSTM4,MGST2,0.759
GSTM4,GPX8,0.872
FLNA,ACTA2,0.579
FLNA,CDK1,0.571
FLNA,NTRK1,0.519
FLNA,ITGB2,0.868
FLNA,ARRB2,0.87
FLNA,ARRB1,0.4
FLNA,HABP4,0.904
FLNA,BRCA2,0.965
FLNA,OAS1,0.65
FLNA,TAGLN,0.548
FLNA,GRB7,0.49
FLNA,SPTAN1,0.589
FLNA,FHL2,0.488
FLNA,NPC2,0.667
FLNA,RAD51,0.522
FLNA,ITGA6,0.708
FLNA,BCAR1,0.41
FLNA,ACTG1,0.66
FLNA,BRCA1,0.944
FLNA,KDELC1,0.769
FLNA,GSN,0.702
FLNA,FBLIM1,0.998
FLNA,TPM2,0.521
SFXN2,SLC25A19,0.499
PSRC1,KIF2C,0.631
PSRC1,LAMB2,0.549
PSRC1,HJURP,0.425
SFXN2,NDUFAF6,0.539
PSRC1,CKAP2,0.429
PSRC1,CDCA8,0.444
PSRC1,DDIAS,0.49
PSRC1,RANGAP1,0.595
PSRC1,KIF20A,0.427
KIAA1324,C11orf96,0.506
PSRC1,MRPS6,0.563
PSRC1,GTSE1,0.532
IRAK1,UBC,0.918
IRAK1,ERC1,0.906
IRAK1,PPP2R2B,0.621
IRAK1,MAP3K1,0.918
IRAK1,CACTIN,0.65
IRAK1,TICAM2,0.964
IRAK1,SARM1,0.768
IRAK1,OPTN,0.822
IRAK1,BIRC2,0.512
IRAK1,STAT4,0.509
IRAK1,IL6,0.7
IRAK1,TIRAP,0.99
IRAK1,DROSHA,0.443
IRAK1,TRAF1,0.481
ARHGAP4,FCHSD1,0.607
TNFRSF6B,STMN1,0.642
ELOVL3,FNDC5,0.422
ELOVL3,ELOVL1,0.865
TNFRSF6B,TMEM232,0.451
ELOVL3,DIO2,0.715
ELOVL3,CERS6,0.476
ELOVL3,HACD2,0.418
ARHGAP4,RENBP,0.475
VAV3,ZNF682,0.414
HENMT1,TDRD9,0.979
HENMT1,TRMT44,0.679
C10orf76,PPIP5K2,0.414
C10orf76,MTUS2,0.535
C10orf76,HOOK2,0.424
FAM102B,RCC1L,0.483
VAV3,TEC,0.82
HENMT1,TDRD12,0.977
HENMT1,DROSHA,0.675
HENMT1,OCIAD2,0.46
FAM102B,JRK,0.768
VAV3,GPSM2,0.647
VAV3,BCAR1,0.919
VAV3,CD44,0.826
VAV3,MAP3K1,0.666
VAV3,RND2,0.509
VAV3,ITGB2,0.897
TMEM56,ALG14,0.519
TMEM56,C10orf55,0.556
TMEM56,CFAP57,0.545
TMEM56,PLCXD2,0.506
ALG14,MTHFD2L,0.402
ALG14,DOLPP1,0.498
ALG14,ALG1L2,0.427
ALG14,CDC23,0.413
CETN2,EFHC2,0.505
ALG14,GYG2,0.454
SLF2,SLC38A10,0.599
CETN2,IFT140,0.663
CETN2,CKAP5,0.416
ALG14,DPAGT1,0.996
SLF2,CEACAM19,0.472
SLF2,SMC6,0.685
SLF2,BRCA1,0.486
CETN2,STIL,0.54
CETN2,CNTROB,0.731
CETN2,CENPI,0.489
CETN2,MORN1,0.619
CETN2,GTF2H5,0.742
CETN2,XRCC4,0.919
CETN2,RCC1,0.465
CETN2,POLD1,0.911
CETN2,BBOF1,0.482
CETN2,UBC,0.624
CETN2,CEP152,0.654
CETN2,CNTRL,0.463
CETN2,RPA2,0.816
CETN2,POC5,0.953
CETN2,CENPJ,0.567
CETN2,SAC3D1,0.743
CETN2,CEP192,0.521
CETN2,EFHC1,0.576
CETN2,XPA,0.927
FAM69A,FAM20A,0.618
CETN2,KIFC1,0.555
FAM69A,HIC2,0.43
HMGB3,RFC4,0.421
HMGB3,CBX1,0.429
HMGB3,DVL1,0.401
HMGB3,TOP2A,0.483
RBMX,TPM2,0.419
EPHX4,EPHX1,0.54
EPHX4,OCIAD2,0.496
GBP4,IFIT5,0.419
GBP2,OAS1,0.951
GBP2,IFITM3,0.946
GBP2,IFITM2,0.922
GBP2,IFIT5,0.935
GBP2,ASS1,0.425
GBP2,HLA-C,0.91
SLITRK2,SRSF10,0.604
SLITRK2,TMEM164,0.722
SLITRK2,DROSHA,0.536
GOT1,ME3,0.474
GOT1,KYAT1,0.936
GOT1,GPX8,0.618
GOT1,FBP1,0.423
GOT1,AADAT,0.662
GOT1,ASRGL1,0.902
GOT1,HOGA1,0.929
GOT1,PPCS,0.801
ODF2L,WDR62,0.413
ODF2L,ISCA1,0.51
PYROXD2,ZDHHC16,0.573
RBMX,TAF15,0.769
RBMX,KIF4A,0.446
RBMX,ILF3,0.814
RBMX,ELAVL1,0.946
EPHX4,SPTB,0.441
GBP4,OAS1,0.472
GBP2,IFI27,0.933
GBP2,IFITM1,0.943
GBP2,CASP4,0.4
GBP2,PSMB9,0.482
SLITRK2,PTPRD,0.734
SLITRK2,NTRK1,0.411
SLITRK2,NLGN1,0.515
GOT1,PGM5,0.524
GOT1,PGM1,0.481
GOT1,PC,0.929
GOT1,SLC25A13,0.401
GOT1,IL4I1,0.826
GOT1,ALDH6A1,0.8
GOT1,AFP,0.581
GOT1,SULT1A3,0.739
GOT1,G6PD,0.442
GOT1,NAT8L,0.923
GOT1,ETV1,0.535
GOT1,ASS1,0.941
LDOC1,INPP1,0.4
LDOC1,AP1M1,0.42
LDOC1,PEG10,0.678
LDOC1,RGAG1,0.65
ODF2L,STIL,0.625
PYROXD2,LZIC,0.569
RBMX,HNRNPUL1,0.595
HOGA1,FAM20A,0.553
RBMX,NCBP1,0.745
RBMX,BCLAF1,0.542
RBMX,KHSRP,0.427
RBMX,TSPYL2,0.469
RBMX,SSB,0.673
RBMX,SRSF10,0.481
PGM1,ALDH1B1,0.533
ADGRL4,CD63,0.597
ADGRL4,TEK,0.4
MOSPD1,ACBD4,0.463
TYW3,CEP57L1,0.534
TYW3,TPGS2,0.529
TYW3,CPXM1,0.422
PPP1R3D,PCDH9,0.605
PPP1R3D,PPP2R2B,0.63
PPP1R3D,PHKA2,0.615
EFHC1,PAQR8,0.907
EFHC1,BRD2,0.553
EFHC1,DPAGT1,0.516
ROR1,FZD4,0.79
ROR1,DVL1,0.538
ROR1,NDP,0.437
ROR1,TEC,0.403
PGM1,GYG2,0.416
PGM1,GLO1,0.769
PGM1,SMS,0.438
PGM1,GALE,0.528
PGM1,FBP1,0.497
ITGB3BP,H2AFX,0.6
ITGB3BP,CENPO,0.995
ITGB3BP,UBC,0.6
ADGRL4,ARRB1,0.512
ADGRL4,SLC29A1,0.583
ADGRL4,MOSPD1,0.411
MOSPD1,DNAH2,0.545
HHLA3,SLC10A5,0.506
LRRC40,LONRF2,0.62
ZNF280C,TMEM164,0.577
ZNF280C,PNMA3,0.418
ZNF280C,CBX1,0.444
ZNF280C,GCNT3,0.48
ZNF280C,BCORL1,0.401
PPP1R3D,TOX4,0.54
PPP1R3D,PPP2R5D,0.552
FRAT2,DVL1,0.843
FRAT2,PPP2R5D,0.9
EFHC1,JRK,0.459
EFHC1,RSPH9,0.503
